Name,Country,Start year,End year,Proven victims,Possible victims,Notes
Yevgeny Nagorny and Sergei Stavitsky,Russia,1998.0,2007.0,10.0,10.0,Killed clients with expensive cars in their autoshop in order to sell them; sentenced to life imprisonment.
National Socialist Underground,Germany,2000.0,2007.0,10.0,10.0,"Neo-Nazi group who killed 10 ethnic Turks in the Bosphorus serial murders from 2000 to 2007. Most victims were small business owners killed in broad daylight with a gunshot to the face. Two of the suspects killed themselves and a third, Beate Zschäpe, was apprehended in 2011."
The Manson Family cult killings,United States,1967.0,1969.0,9.0,9.0,"A California desert cult formed by Charles Manson in 1967, the 'Manson Family' committed a series of murders in name of promoting Manson's goal of causing a race war that he called Helter Skelter."
Song Jinghua and Yan Jinguang,China,2005.0,2007.0,9.0,9.0,"Robbed and killed women in Beijing out of revenge for Song's brother, who was previously executed for an unrelated crime."
Tadeusz Grzesik and the Bureaucrats Gang,Poland,1991.0,2007.0,8.0,20.0,"Robbed and killed people in several Polish voivodeships, mainly owners of exchange offices."
Edgar Álvarez Cruz and Francisco Granados,Mexico,1993.0,2003.0,9.0,14.0,"Kidnapped, drugged, raped and then killed women in cotton fields."
The Ciudad Juárez Rebels,Mexico,1995.0,1996.0,8.0,12.0,"Gang of serial killers, led by Sergio Armendáriz Diaz and Juan Contreras Jurado, who killed women in Ciudad Juárez; claimed to work for Abdul Latif Sharif."
The Hernández Brothers Sect,Mexico,1963.0,1972.0,8.0,8.0,"Originally a scam intended to extort money and sexual favors from the poor, illiterate inhabitants of the small village of Yerba Buena, who were promised favors from ""Inca gods"" in the mountains, the cult came to include Aztec-inspired human sacrifices after prostitute Magdalena Solís took over as high priestess. 15 people were sentenced to 30 years in prison for their participation in the ritual murders of seven villagers and one police officer."
Rudolfo Infante and Anna Villeda,Mexico,1991.0,2000.0,8.0,8.0,Responsible for 8 murders.
Dale Hausner and Samuel Dieteman,United States,2006.0,2015.0,8.0,8.0,"Known as the ""Serial Shooter"". Responsible for 8 murders in random drive-by shootings in 2006 in Phoenix, Arizona."
Futoshi Matsunaga and Junko Ogata,Japan,1996.0,1998.0,7.0,9.0,"Matsunaga and Ogata tortured and killed seven people who Matsunaga held prisoner through blackmail, six of whom were members of the Ogata family. Matsunaga was also investigated in the death of a woman he defrauded and one of her children but no evidence was found to prove he had murdered them."
Christopher Worrell and James Miller,Australia,1976.0,1977.0,7.0,7.0,"Known as the ""Truro Murderers""; Worrell was killed in a car accident and the killings stopped. Later Miller was convicted of killing seven people in 1976–1977."
Fa Ziying and Lao Rongzhi,China,1996.0,1999.0,7.0,7.0,"A pair of Chinese serial killers. The two met in 1993 and later became lovers. The prosecution accused them of kidnapping, robbery, and murder in Nanchang, Wenzhou, and Hefei from 1996 to 1999. A total of 7 people were killed. Ziying was arrested on 23 July 1999 in Hefei and subsequently sentenced to death, deprived of political rights for life, and fined by the Hefei Intermediate People's Court. On 28 December 1999, Ziying was executed by being shot."
Johannes van Rooyen and Dumisani Makhubela,South Africa,2005.0,2014.0,7.0,7.0,"Two South African men who raped, robbed and murdered multiple victims, including a family of four. Sentenced to four centuries in prison after a two-year trial."
Auto Shankar's Gang,India,1988.0,1989.0,6.0,9.0,"Nine men who collaborated to abduct and murder at least 6 teenage girls in Chennai; their bodies were cremated and thrown into the sea or buried under residential homes. Leader Auto Shankar and two accomplices were sentenced to death by hanging in 1991, his brother Auto Mohan to three consecutive life sentences in prison and five other collaborators to six months in prison."
Gert van Rooyen and Joey Haarhof,South Africa,1988.0,1989.0,6.0,8.0,Their victims were never found; the pair shot dead a police officer and then committed suicide when faced with arrest after the escape of their last kidnap victim.
Kiss brothers and Zsolt István Pető,Hungary,2008.0,2009.0,6.0,6.0,"A series of murders perpetrated by three Neo-Nazis (with an accomplice István Csaba Csontos) against people of Roma ethnicity, occurring between July 2008 and August 2009. It is regarded as one of the worst crimes in the country's history after the war."
Hermann Duft and Hans Wilhelm Bassenauer,Greece,1969.0,1978.0,6.0,6.0,"German serial killers who murdered six persons in Greece, within a short period in 1969, were captured, tried, sentenced to death and executed."
David Alan Gore and Fred Waterfield,United States,1981.0,1983.0,6.0,6.0,Cousins connected to the murders of six females. Gore was executed in 2012 and Waterfield was sentenced to life imprisonment.
Artyom Alexandrovich Anoufriev and Nikita Vakhtangovich Lytkin,Russia,2010.0,2011.0,6.0,6.0,Teenaged thrill-killers of random people.
The Skin Hunters,Poland,,2002.0,5.0,620.0,"Hospital crew that killed patients in order to get bribes from nearby funeral homes. Two doctors and two paramedics were convicted for the murder of five patients, but the investigation is continuing, with over 40 remaining suspects. There are also suspicions that due to the heavy use of pancuronium bromide, scoline and potassium chloride in 1998–2001, the number of victims could be as high as 1200."
Ray and Faye Copeland,United States,1986.0,1989.0,5.0,12.0,Oldest couple ever sentenced to death in the United States at the ages of 75 and 69; convicted of killing five men; modus operandi was to hire unskilled drifters as farmhands and later kill them.
Ian Brady and Myra Hindley,United Kingdom,1963.0,1965.0,5.0,12.0,"Responsible for the ""Moors murders"": they abducted, raped, tortured and murdered at least five children in the Manchester area before burying their victims on Saddleworth Moor as part of an experiment in ""existential experience"". The case attracted much media coverage long after the two were sentenced, especially in the United Kingdom, as Hindley sought release from prison from the 1980s but was refused and died in prison. Five victims were identified although Brady periodically claimed that there were up to twelve."
Lawrence Bittaker and Roy Norris,United States,1979.0,1988.0,5.0,5.0,"The ""Toolbox Killers""; they kidnapped, raped, tortured and murdered five female hitchhikers in southern California over a five-month period in 1979."
"""The Family""",Australia,1979.0,1983.0,5.0,5.0,"An alleged group of up to 12 Australian men, believed to include unspecified high-profile figures, responsible for the abduction, torture and murder of five Australian teenagers and young adults who died from being sodomized with blunt instruments. One member of the group, Bevan Spencer von Einem, was convicted of the final murder, but police believe more unidentified people to have been involved in the crimes. The group has also been linked to upwards of 150 sexual assaults and rapes against teenage boys."
James Gregory Marlow and Cynthia Coffman,United States,1986.0,1995.0,5.0,5.0,Killed four women and one man in 1986.
Gwendolyn Graham and Catherine May Wood,United States,1987.0,1996.0,5.0,5.0,"Nurses who killed five elderly women in Grand Rapids, Michigan."
Chijon family,South Korea,1993.0,2002.0,5.0,5.0,South Korean gang of cannibals that was sentenced to death for killing five people.
Loren Herzog and Wesley Shermantine,United States,1984.0,1999.0,4.0,19.0,"Known as the ""Speed Freak Killers""; California duo initially convicted of four murders from 1984 to 1999."
David and Catherine Birnie,Australia,1986.0,1995.0,4.0,6.0,"Australian couple who raped and murdered four women in their home and attempted to murder a fifth in Perth in 1986. Both were sentenced to four consecutive life sentences without the possibility of parole; David Birnie hanged himself in prison on October 7, 2005."
John Duffy and David Mulcahy,United Kingdom,1985.0,,3.0,100.0,"Known as the ""Railway Rapists"". Duffy and Mulcahy stalked and raped women near train stations in London, killing at least three of the victims. Duffy was found guilty in 1988 of two murders and four rapes. He later confessed to another murder and implicated Mulcahy in his crimes, leading to his conviction. After Mulcahy's trial, the police announced that they were investigating possible links between the two men and hundreds of unsolved rape and murder cases."
Raymond Fernandez and Martha Beck,United States,1947.0,1949.0,3.0,20.0,"Known as the ""Lonely Hearts Killers"", Fernandez and Beck extorted women Fernandez met through lonely hearts advertisements. Both were arrested in Michigan in 1949 for the murders of a woman and her two-year-old daughter, but Michigan authorities waived prosecution and extradited the pair to New York to face trial for a murder that occurred there because New York had the death penalty while Michigan did not. They were convicted of that murder and executed in 1951."
Beasts of Satan,Italy,1998.0,2004.0,3.0,18.0,"Cult members responsible for ritualistic murders, and are suspected in other cases, including suicides."
James Paster and Stephen McCoy,United States,1980.0,1981.0,3.0,5.0,"Texas duo convicted of three murders from 1980 to 1981, and both subsequently executed. Shortly before his execution Paster confessed to having committed two additional murders."
Paul Bernardo and Karla Homolka,Canada,1990.0,1992.0,3.0,5.0,"Bernardo, a serial rapist, and his girlfriend Homolka were responsible for the murders of three teenage girls, including Homolka's sister Tammy Homolka, who were kidnapped and raped by Bernardo before being killed by Bernardo and Homolka. Homolka received a light sentence in return for testifying against Bernardo as part of a controversial plea bargain; it was proved after the bargain that her involvement in the murders was greater than previously believed. Bernardo has also been suggested as a suspect in a 1991 death with similarities to his modus operandi, and is the prime suspect in the 1990 disappearance and probable murder of Elizabeth Bain, which her boyfriend Robert Baltovich was wrongly convicted of before being exonerated in 2008."
Michael Bear Carson and Suzan Carson,United States,1981.0,1983.0,3.0,3.0,Nomadic hippie killers involved in the counter-culture movement; sentenced to life imprisonment for three San Francisco Bay Area murders in 1983.
Joseph and Michael Kallinger,United States,1974.0,1975.0,3.0,3.0,Joseph Kallinger murdered three people and tortured four families with his 13-year-old son Michael in New Jersey.
Silvia Merez Cult,Mexico,2009.0,2012.0,3.0,3.0,Ritually murdered three people in sacrifices to Santa Muerte.
Raya and Sakina and their husbands,Egypt,1919.0,1920.0,2.0,2.0,"Gang of four that rented a house for women and killed them to rob their money and jewellery. Raya and Sakina were the first women executed in the modern state of Egypt, in 1921."
Amelia Sach and Annie Walters,United Kingdom,1900.0,1903.0,1.0,300.0,"Sach and Walters, known as the ""Finchley baby farmers"", would take in unwanted babies from young women, collect a fee and then discreetly murder the children. They were executed in 1903, the only double hanging of women in British history."
